"county","county_ascii","county_full","county_fips","state_id","state_name","lat","lng","population"
"Kendall","Kendall","Kendall County","48259","TX","Texas","29.9447","-98.7115","45491"
"McDowell","McDowell","McDowell County","37111","NC","North Carolina","35.6817","-82.0493","45402"
"Logan","Logan","Logan County","39091","OH","Ohio","40.3885","-83.7658","45315"
"Macoupin","Macoupin","Macoupin County","17117","IL","Illinois","39.2610","-89.9245","45243"
"Stevens","Stevens","Stevens County","53065","WA","Washington","48.3991","-117.8552","45233"
"Habersham","Habersham","Habersham County","13137","GA","Georgia","34.6310","-83.5311","45204"
"Greene","Greene","Greene County","05055","AR","Arkansas","36.1176","-90.5590","45197"
"Barron","Barron","Barron County","55005","WI","Wisconsin","45.4237","-91.8483","45182"
"Itasca","Itasca","Itasca County","27061","MN","Minnesota","47.5095","-93.6319","45180"
"Huntingdon","Huntingdon","Huntingdon County","42061","PA","Pennsylvania","40.4169","-77.9812","45145"
"Washington","Washington","Washington County","28151","MS","Mississippi","33.2838","-90.9474","45072"
"Baldwin","Baldwin","Baldwin County","13009","GA","Georgia","33.0693","-83.2496","45072"
"Wood","Wood","Wood County","48499","TX","Texas","32.7864","-95.3821","45054"
"Hopkins","Hopkins","Hopkins County","21107","KY","Kentucky","37.3088","-87.5408","45044"
"Dunn","Dunn","Dunn County","55033","WI","Wisconsin","44.9466","-91.8964","45029"
"Callaway","Callaway","Callaway County","29027","MO","Missouri","38.8355","-91.9260","44944"
"Union","Union","Union County","42119","PA","Pennsylvania","40.9630","-77.0622","44831"
"Richmond","Richmond","Richmond County","37153","NC","North Carolina","35.0060","-79.7479","44759"
"Bonner","Bonner","Bonner County","16017","ID","Idaho","48.3000","-116.6011","44688"
"Stephenson","Stephenson","Stephenson County","17177","IL","Illinois","42.3518","-89.6623","44683"
"Delaware","Delaware","Delaware County","36025","NY","New York","42.1981","-74.9665","44676"
"Vance","Vance","Vance County","37181","NC","North Carolina","36.3649","-78.4079","44614"
"Phelps","Phelps","Phelps County","29161","MO","Missouri","37.8771","-91.7923","44587"
"Shelby","Shelby","Shelby County","18145","IN","Indiana","39.5237","-85.7917","44559"
"Thomas","Thomas","Thomas County","13275","GA","Georgia","30.8637","-83.9193","44545"
"Suwannee","Suwannee","Suwannee County","12121","FL","Florida","30.1956","-82.9915","44290"
"Madison","Madison","Madison County","39097","OH","Ohio","39.8940","-83.4002","44248"
"Chilton","Chilton","Chilton County","01021","AL","Alabama","32.8479","-86.7188","44147"
"Jackson","Jackson","Jackson County","18071","IN","Indiana","38.9064","-86.0375","44077"
"Kay","Kay","Kay County","40071","OK","Oklahoma","36.8180","-97.1439","44074"
"Barren","Barren","Barren County","21009","KY","Kentucky","36.9656","-85.9337","44026"
"Pittsburg","Pittsburg","Pittsburg County","40121","OK","Oklahoma","34.9239","-95.7484","43955"
"Holmes","Holmes","Holmes County","39075","OH","Ohio","40.5612","-81.9293","43954"
"Lawrence","Lawrence","Lawrence County","47099","TN","Tennessee","35.2173","-87.3956","43780"
"Jefferson","Jefferson","Jefferson County","42065","PA","Pennsylvania","41.1282","-78.9994","43570"
"Polk","Polk","Polk County","55095","WI","Wisconsin","45.4614","-92.4413","43549"
"Siskiyou","Siskiyou","Siskiyou County","06093","CA","California","41.5927","-122.5404","43516"
"Miller","Miller","Miller County","05091","AR","Arkansas","33.3124","-93.8921","43515"
"Brown","Brown","Brown County","39015","OH","Ohio","38.9338","-83.8673","43508"
"Douglas","Douglas","Douglas County","55031","WI","Wisconsin","46.4329","-91.9161","43497"
"Mecosta","Mecosta","Mecosta County","26107","MI","Michigan","43.6408","-85.3246","43481"
"Shenandoah","Shenandoah","Shenandoah County","51171","VA","Virginia","38.8583","-78.5709","43441"
"Jackson","Jackson","Jackson County","37099","NC","North Carolina","35.2876","-83.1408","43435"
"Branch","Branch","Branch County","26023","MI","Michigan","41.9161","-85.0590","43428"
"Ravalli","Ravalli","Ravalli County","30081","MT","Montana","46.0817","-114.1207","43424"
"Stephens","Stephens","Stephens County","40137","OK","Oklahoma","34.4856","-97.8515","43401"
"Sweetwater","Sweetwater","Sweetwater County","56037","WY","Wyoming","41.6595","-108.8795","43352"
"DeKalb","DeKalb","DeKalb County","18033","IN","Indiana","41.3976","-84.9991","43193"
"Sullivan","Sullivan","Sullivan County","33019","NH","New Hampshire","43.3614","-72.2222","43173"
"Fayette","Fayette","Fayette County","54019","WV","West Virginia","38.0288","-81.0812","43087"
"Highland","Highland","Highland County","39071","OH","Ohio","39.1847","-83.6010","43080"
"Coffee","Coffee","Coffee County","13069","GA","Georgia","31.5493","-82.8492","43070"
"St. John the Baptist","St. John the Baptist","St. John the Baptist Parish","22095","LA","Louisiana","30.1264","-90.4709","43055"
"Kandiyohi","Kandiyohi","Kandiyohi County","27067","MN","Minnesota","45.1524","-95.0047","42909"
"Caldwell","Caldwell","Caldwell County","48055","TX","Texas","29.8368","-97.6199","42817"
"Delaware","Delaware","Delaware County","40041","OK","Oklahoma","36.4082","-94.8026","42741"
"Muscatine","Muscatine","Muscatine County","19139","IA","Iowa","41.4839","-91.1127","42703"
"Cerro Gordo","Cerro Gordo","Cerro Gordo County","19033","IA","Iowa","43.0816","-93.2608","42672"
"Windham","Windham","Windham County","50025","VT","Vermont","42.9906","-72.7137","42628"
"Chambers","Chambers","Chambers County","48071","TX","Texas","29.7384","-94.6101","42571"
"Butler","Butler","Butler County","29023","MO","Missouri","36.7164","-90.4066","42570"
"Davie","Davie","Davie County","37059","NC","North Carolina","35.9291","-80.5445","42543"
"Dubois","Dubois","Dubois County","18037","IN","Indiana","38.3643","-86.8798","42534"
"Douglas","Douglas","Douglas County","53017","WA","Washington","47.7361","-119.6918","42520"
"Pettis","Pettis","Pettis County","29159","MO","Missouri","38.7283","-93.2851","42421"
"Pierce","Pierce","Pierce County","55093","WI","Wisconsin","44.7194","-92.4224","42336"
"Montrose","Montrose","Montrose County","08085","CO","Colorado","38.4022","-108.2694","42280"
"Polk","Polk","Polk County","13233","GA","Georgia","34.0018","-85.1881","42251"
"Erath","Erath","Erath County","48143","TX","Texas","32.2363","-98.2180","42226"
"Fulton","Fulton","Fulton County","39051","OH","Ohio","41.6018","-84.1301","42186"
"Okanogan","Okanogan","Okanogan County","53047","WA","Washington","48.5488","-119.7408","42080"
"Clinton","Clinton","Clinton County","39027","OH","Ohio","39.4149","-83.8084","42000"
"Franklin","Franklin","Franklin County","47051","TN","Tennessee","35.1550","-86.0922","41999"
"Ohio","Ohio","Ohio County","54069","WV","West Virginia","40.0969","-80.6189","41875"
"Sequoyah","Sequoyah","Sequoyah County","40135","OK","Oklahoma","35.4953","-94.7552","41687"
"Summit","Summit","Summit County","49043","UT","Utah","40.8682","-110.9557","41680"
"Baxter","Baxter","Baxter County","05005","AR","Arkansas","36.2872","-92.3369","41673"
"Wharton","Wharton","Wharton County","48481","TX","Texas","29.2779","-96.2221","41672"
"Okeechobee","Okeechobee","Okeechobee County","12093","FL","Florida","27.3864","-80.8886","41611"
"Crawford","Crawford","Crawford County","39033","OH","Ohio","40.8508","-82.9198","41603"
"Hendry","Hendry","Hendry County","12051","FL","Florida","26.5535","-81.1659","41472"
"Mississippi","Mississippi","Mississippi County","05093","AR","Arkansas","35.7624","-90.0521","41396"
"Upshur","Upshur","Upshur County","48459","TX","Texas","32.7363","-94.9415","41386"
"Tazewell","Tazewell","Tazewell County","51185","VA","Virginia","37.1250","-81.5606","41201"
"Sanilac","Sanilac","Sanilac County","26151","MI","Michigan","43.4236","-82.8203","41179"
"Mayes","Mayes","Mayes County","40097","OK","Oklahoma","36.3019","-95.2307","41098"
"Manassas","Manassas","Manassas City","51683","VA","Virginia","38.7479","-77.4838","41038"
"Mercer","Mercer","Mercer County","39107","OH","Ohio","40.5399","-84.6294","41034"
"McKean","McKean","McKean County","42083","PA","Pennsylvania","41.8076","-78.5690","41021"
"Preble","Preble","Preble County","39135","OH","Ohio","39.7415","-84.6480","40995"
"Levy","Levy","Levy County","12075","FL","Florida","29.3184","-82.7436","40979"
"Warren","Warren","Warren County","47177","TN","Tennessee","35.6787","-85.7785","40971"
"Shawano","Shawano","Shawano County","55115","WI","Wisconsin","44.7891","-88.7654","40813"
"Jim Wells","Jim Wells","Jim Wells County","48249","TX","Texas","27.7314","-98.0899","40796"
"Tioga","Tioga","Tioga County","42117","PA","Pennsylvania","41.7722","-77.2543","40759"
"Gratiot","Gratiot","Gratiot County","26057","MI","Michigan","43.2927","-84.6049","40692"
"Danville","Danville","Danville City","51590","VA","Virginia","36.5831","-79.4088","40668"
"Orleans","Orleans","Orleans County","36073","NY","New York","43.2521","-78.2312","40624"
"Fayette","Fayette","Fayette County","47047","TN","Tennessee","35.1971","-89.4144","40612"
"Susquehanna","Susquehanna","Susquehanna County","42115","PA","Pennsylvania","41.8214","-75.8007","40604"
"Tift","Tift","Tift County","13277","GA","Georgia","31.4574","-83.5266","40590"
"Ottawa","Ottawa","Ottawa County","39123","OH","Ohio","41.5379","-83.1434","40557"
"Cheatham","Cheatham","Cheatham County","47021","TN","Tennessee","36.2612","-87.0868","40539"
"Benton","Benton","Benton County","27009","MN","Minnesota","45.6991","-93.9988","40476"
"Nez Perce","Nez Perce","Nez Perce County","16069","ID","Idaho","46.3268","-116.7503","40468"
"Avoyelles","Avoyelles","Avoyelles Parish","22009","LA","Louisiana","31.0763","-92.0014","40465"
"Snyder","Snyder","Snyder County","42109","PA","Pennsylvania","40.7698","-77.0702","40452"
"Tallapoosa","Tallapoosa","Tallapoosa County","01123","AL","Alabama","32.8624","-85.7975","40450"
"Cooke","Cooke","Cooke County","48097","TX","Texas","33.6393","-97.2126","40428"
"Marinette","Marinette","Marinette County","55075","WI","Wisconsin","45.3833","-88.0337","40312"
"Harrison","Harrison","Harrison County","18061","IN","Indiana","38.1951","-86.1114","40164"
"Howell","Howell","Howell County","29091","MO","Missouri","36.7740","-91.8865","40130"
"Latah","Latah","Latah County","16057","ID","Idaho","46.8162","-116.7117","40052"
"Wyoming","Wyoming","Wyoming County","36121","NY","New York","42.7024","-78.2244","40027"
"Isanti","Isanti","Isanti County","27059","MN","Minnesota","45.5615","-93.2951","40004"
"Wayne","Wayne","Wayne County","54099","WV","West Virginia","38.1460","-82.4270","39952"
"Mower","Mower","Mower County","27099","MN","Minnesota","43.6715","-92.7525","39931"
"McClain","McClain","McClain County","40087","OK","Oklahoma","35.0093","-97.4443","39921"
"Warren","Warren","Warren County","51187","VA","Virginia","38.9087","-78.2085","39888"
"Campbell","Campbell","Campbell County","47013","TN","Tennessee","36.4035","-84.1494","39818"
"Knox","Knox","Knox County","23013","ME","Maine","44.1410","-69.1686","39809"
"Marshall","Marshall","Marshall County","19127","IA","Iowa","42.0358","-92.9988","39804"
"Murray","Murray","Murray County","13213","GA","Georgia","34.7884","-84.7481","39789"
"Pasquotank","Pasquotank","Pasquotank County","37139","NC","North Carolina","36.2955","-76.2840","39775"
"Madison","Madison","Madison County","16065","ID","Idaho","43.7841","-111.6592","39725"
"Waldo","Waldo","Waldo County","23027","ME","Maine","44.5028","-69.1454","39723"
"Fremont","Fremont","Fremont County","56013","WY","Wyoming","43.0405","-108.6304","39711"
"Clatsop","Clatsop","Clatsop County","41007","OR","Oregon","45.9949","-123.6557","39656"
"Person","Person","Person County","37145","NC","North Carolina","36.3900","-78.9718","39561"
"LaGrange","LaGrange","LaGrange County","18087","IN","Indiana","41.6426","-85.4265","39537"
"Warren","Warren","Warren County","42123","PA","Pennsylvania","41.8145","-79.2741","39466"
"Pike","Pike","Pike County","28113","MS","Mississippi","31.1749","-90.4042","39365"
"Des Moines","Des Moines","Des Moines County","19057","IA","Iowa","40.9232","-91.1815","39227"
"Oconee","Oconee","Oconee County","13219","GA","Georgia","33.8349","-83.4371","39194"
"Webster","Webster","Webster County","29225","MO","Missouri","37.2809","-92.8759","39127"
"Union","Union","Union County","05139","AR","Arkansas","33.1713","-92.5972","39089"
"Amador","Amador","Amador County","06005","CA","California","38.4464","-120.6511","39023"
"Guernsey","Guernsey","Guernsey County","39059","OH","Ohio","40.0520","-81.4942","38996"
"Calloway","Calloway","Calloway County","21035","KY","Kentucky","36.6210","-88.2722","38991"
"Brown","Brown","Brown County","46013","SD","South Dakota","45.5898","-98.3516","38988"
"Rio Arriba","Rio Arriba","Rio Arriba County","35039","NM","New Mexico","36.5096","-106.6931","38962"
"Crawford","Crawford","Crawford County","20037","KS","Kansas","37.5073","-94.8518","38874"
"Champaign","Champaign","Champaign County","39021","OH","Ohio","40.1377","-83.7695","38861"
"Webster","Webster","Webster Parish","22119","LA","Louisiana","32.7135","-93.3350","38813"
"Franklin","Franklin","Franklin County","17055","IL","Illinois","37.9923","-88.9242","38688"
"Albany","Albany","Albany County","56001","WY","Wyoming","41.6544","-105.7239","38664"
"Clarion","Clarion","Clarion County","42031","PA","Pennsylvania","41.1924","-79.4210","38633"
"Okmulgee","Okmulgee","Okmulgee County","40111","OK","Oklahoma","35.6466","-95.9643","38553"
"Clinton","Clinton","Clinton County","42035","PA","Pennsylvania","41.2340","-77.6381","38549"
"Scott","Scott","Scott County","29201","MO","Missouri","37.0530","-89.5686","38538"
"Natchitoches","Natchitoches","Natchitoches Parish","22069","LA","Louisiana","31.7234","-93.0962","38505"
"Woodford","Woodford","Woodford County","17203","IL","Illinois","40.7882","-89.2111","38503"
"Pontotoc","Pontotoc","Pontotoc County","40123","OK","Oklahoma","34.7281","-96.6844","38385"
"Newberry","Newberry","Newberry County","45071","SC","South Carolina","34.2898","-81.6001","38329"
"Bryan","Bryan","Bryan County","13029","GA","Georgia","32.0145","-81.4436","38321"
"Graham","Graham","Graham County","04009","AZ","Arizona","32.9325","-109.8874","38304"
"Montgomery","Montgomery","Montgomery County","18107","IN","Indiana","40.0404","-86.8933","38295"
"Prince George","Prince George","Prince George County","51149","VA","Virginia","37.1865","-77.2242","38292"
"Lawrence","Lawrence","Lawrence County","29109","MO","Missouri","37.1064","-93.8329","38241"
"Dallas","Dallas","Dallas County","01047","AL","Alabama","32.3260","-87.1065","38184"
"Wise","Wise","Wise County","51195","VA","Virginia","36.9752","-82.6212","38032"
"Defiance","Defiance","Defiance County","39039","OH","Ohio","41.3239","-84.4905","38024"
"Oconto","Oconto","Oconto County","55083","WI","Wisconsin","45.0263","-88.2697","37870"
"Douglas","Douglas","Douglas County","27041","MN","Minnesota","45.9338","-95.4535","37820"
"Brown","Brown","Brown County","48049","TX","Texas","31.7743","-98.9998","37805"
"Jefferson","Jefferson","Jefferson County","17081","IL","Illinois","38.3005","-88.9240","37774"
"Cass","Cass","Cass County","18017","IN","Indiana","40.7615","-86.3460","37727"
"Colleton","Colleton","Colleton County","45029","SC","South Carolina","32.8636","-80.6669","37624"
"Yadkin","Yadkin","Yadkin County","37197","NC","North Carolina","36.1605","-80.6652","37589"
"Independence","Independence","Independence County","05063","AR","Arkansas","35.7416","-91.5697","37585"
"Clinton","Clinton","Clinton County","17027","IL","Illinois","38.6065","-89.4225","37549"
"Boone","Boone","Boone County","05009","AR","Arkansas","36.3086","-93.0915","37525"
"Marion","Marion","Marion County","17121","IL","Illinois","38.6496","-88.9190","37524"
"Putnam","Putnam","Putnam County","18133","IN","Indiana","39.6663","-86.8450","37419"
"Chippewa","Chippewa","Chippewa County","26033","MI","Michigan","46.3053","-84.5780","37418"
"Beauregard","Beauregard","Beauregard Parish","22011","LA","Louisiana","30.6486","-93.3432","37387"
"DeSoto","DeSoto","DeSoto County","12027","FL","Florida","27.1863","-81.8095","37371"
"Gloucester","Gloucester","Gloucester County","51073","VA","Virginia","37.4160","-76.5434","37362"
